source,post_type,post_id,author,date,title,content,type_slug,rating_data,rating,likes,dislikes,approved,pinned
post,product,1070,,2023-11-11 12:35:52,Excellent,Excellent,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:9:""Excellent"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20061,,2023-11-11 09:14:12,Rien à dire je recommande,Rien à dire je recommande,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:25:""Rien à dire je recommande"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20060,,2023-11-11 09:14:08,Excellent,Excellent,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:9:""Excellent"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,4570,,2023-11-11 09:14:07,Savon qui marche super bien,Savon qui marche super bien :slightly_smiling:,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:27:""Savon qui marche super bien"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20060,,2023-11-10 07:00:09,Crème hydratante très très agréable,Crème hydratante très très agréable ! Je suis vraiment satisfaite d’avoir commandé chez vous la gamme me convient tout à fait :heart:️ Attention au vêtement blanc le curcuma ça tâche :joy:,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:35:""Crème hydratante très très agréable"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,24217,10606,2023-11-09 08:13:02,Toujours aussi satisfaite ! Meilleur,"Toujours aussi satisfaite ! 
Meilleur routine que j’ai pu tester depuis des années.",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:36:""Toujours aussi satisfaite ! Meilleur"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,4032,2023-11-09 00:35:46,Produit vraiment super,J&#x27;ai utilisé ce produit 3 fois et plus aucun résidus ou croûte sur mon crâne depuis quelques mois déjà .. je suis vraiment agréablement surprise et satisfaite .,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:22:""Produit vraiment super"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20061,4032,2023-11-09 00:33:54,Staisfaite,"Je commence tout juste à l&#x27;utiliser mais il est vraiment agréable à appliquer , pas de fini collant ou gras vraiment super et les feuilles d&#x27;or a l&#x27;intérieur donnent une petite satisfaction :blush:.",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:10:""Staisfaite"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,13426,,2023-11-08 17:43:37,Super crème solaire,Super crème solaire,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:19:""Super crème solaire"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20061,12028,2023-11-08 16:05:11,Excellent,"Excellent produit, en quelques jours on voit une très grande différences sur son visage",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:9:""Excellent"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,21956,,2023-11-06 22:49:40,Idem,Idem,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:4:""Idem"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,2761,,2023-11-04 18:02:57,Bien,Super efficace,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:4:""Bien"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20060,12028,2023-11-03 08:10:53,Crème visage,"Excellent produit, je recommande vivement",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:12:""Crème visage"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,10574,2023-11-03 01:48:47,Bien j’ai pas encore de,Bien j’ai pas encore de résultats par contre,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:23:""Bien j’ai pas encore de"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,20060,10574,2023-11-03 01:48:15,Ne colle pas et s’absorbent,Ne colle pas et s’absorbent rapidement par la peau,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:27:""Ne colle pas et s’absorbent"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,4570,,2023-11-01 15:59:16,J’aime bien,J’aime bien,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:11:""J’aime bien"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",40,0,0,1,0
post,product,2761,10504,2023-10-31 16:30:57,Produit super,Produit super,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:13:""Produit super"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,24217,,2023-10-31 09:32:50,.,.,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:1:""."";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,20091,,2023-10-31 08:07:52,1 ère utilisation,"Il est encore trop tôt pour donner un avis sur les produits car les changements sur la peau se voient sur le long terme.
Mais je relève que les composants des produits sont naturels, ils sentent bon, la texture pour chacun d&#x27;entre eux est agréable et surtout ma peau est de plus en plus hydrater.
Je vais essayer votre nettoyant quootidiens à ma prochaine commande :wink:

Le seul hic &quot;pour moi&quot;, c&#x27;est que les conditionnements sont petits. S&#x27;il étaient de la taille comme l&#x27;exfoliant ce serait parfait :ok_hand::skin-tone-6:.",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:17:""1 ère utilisation"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,24217,,2023-10-29 22:50:43,Nettoie et hydrate en profondeur.,Nettoie et hydrate en profondeur. Bone gamme de produit,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:33:""Nettoie et hydrate en profondeur."";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,20091,11760,2023-10-29 18:45:10,Satisfaite,"Franchement je l’utilise depuis seulement un mois mais je vois un grand changement. Je suis très contente 
Merci beaucoup :u1F970:",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:10:""Satisfaite"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20261,,2023-10-29 13:25:15,Très pratique,Très pratique,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:13:""Très pratique"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20091,,2023-10-29 06:47:36,Routine très bien,"J’aime les produits, leurs textures et l’odeur :relaxed:️ très satisfaite pour le moment.",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:17:""Routine très bien"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,24209,12009,2023-10-28 01:15:04,Nettoyage,J’aime beaucoup le packaging et ça sent bon mais je pense que ce nettoyant ne me correspond pas. (Peut-être parce que je n’ai pas la gamme complète ? Je sais pas),,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:9:""Nettoyage"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",60,0,0,1,0
post,product,4570,12094,2023-10-26 08:33:50,Très très satisfaite,Très très satisfaite,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:20:""Très très satisfaite"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20060,,2023-10-25 21:37:13,J’adore,J’adore,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:7:""J’adore"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,24217,,2023-10-25 14:38:12,Routine complète curcuma,"Je suis très déçu du service de livraison, les délais mentionnés sur le site ne sont pas du tout respectés. J’ai du contacter moi même le sav pour savoir quel était le pb.
En revanche j’ai bien reçu la totalité de ma commande à voir avec le temps si les produits marchent.",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:24:""Routine complète curcuma"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",60,0,0,1,0
post,product,20060,,2023-10-24 21:34:35,J’adore,J’adore,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:7:""J’adore"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,13426,,2023-10-21 02:11:32,Je suis à ma 2eme,"Je suis à ma 2eme commande, très bon produit :heart:️",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:17:""Je suis à ma 2eme"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,24217,10104,2023-10-18 15:44:43,Très bien,Rien à redire,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:9:""Très bien"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,,2023-10-17 23:24:46,Pierre Jaune,:u1F970::u1F970::u1F970::u1F970:,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:12:""Pierre Jaune"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,4570,,2023-10-17 22:46:21,Une merveille,Une merveille,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:13:""Une merveille"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,,2023-10-17 21:13:12,Pierre jaune,Bon produit,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:12:""Pierre jaune"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,21412,,2023-10-17 06:16:45,:/,"J’ai reçu les faux-cils depuis maintenant plusieurs mois, je les ai donc utilisé plusieurs fois : le côté décevant selon moi est la durée de tenue. Malheureusement ,ils n’ont jamais tenue plus de 2 nuits sans qu’au moins une section de cils ne tombe…Alors qu’il nous ait promis « jusqu’à 7j de tenue » , alors je comprends bien que « jusqu’à 7j »n’est pas égale à 7j mais au vue du prix payé je m’attendais quand même à plus longtemps que 2 nuits.
Oui, j’ai suivi les instructions. Oui, j’ai fait attention à la façon dont je dormais mais bon :/
Mise à part cela, les faux-cils sont beaux !",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:2:"":/"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",40,0,0,1,0
post,product,20061,,2023-10-17 01:42:55,Ce sérum est super je,Ce sérum est super je vous le recommande,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:21:""Ce sérum est super je"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,19751,,2023-10-16 06:55:20,Excellent,Excellent,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:9:""Excellent"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20061,,2023-10-13 15:47:11,Le sérum est excellant. A,Le sérum est excellant. A la première utilisation la peau est déjà lumineuse.,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:25:""Le sérum est excellant. A"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20060,12033,2023-10-13 06:42:38,Pique un peu au début,Pique un peu au début mais rien de grave et hydrate bien surtout non grasse,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:21:""Pique un peu au début"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,20061,12033,2023-10-13 06:38:53,Top top,Juste un mois je j’utilise ce sérum je peux vous le dire mon teint s’est unifié et plus lumineux,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:7:""Top top"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,,2023-10-13 01:59:17,Top,Top,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:3:""Top"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,24217,10456,2023-10-11 21:25:10,BON produits,De bons produits qui tiennent leurs promesses,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:12:""BON produits"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,13426,,2023-10-11 14:06:41,Excellent,J’aime bien cette crème solaire. Le rendu est top :+1:,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:9:""Excellent"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,,2023-10-10 15:26:12,"C’est vraiment miraculeux, j’ai eu","C’est vraiment miraculeux, j’ai eu des résultats dès la première utilisation",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:34:""C’est vraiment miraculeux, j’ai eu"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,,2023-10-10 13:56:37,Super,J’en ai commandé pour des problèmes de pellicules dans les cheveux et au bout de 2 utilisations je vois déjà le résultat. Il y en a aussi beaucoup dans le sachet et donc peut servir longtemps,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:5:""Super"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,4570,10125,2023-10-10 12:09:10,Très pratique,"Je l’utilise tous les jours du coup, j’ai l’impression que ma peau respire mieux",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:13:""Très pratique"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,13426,,2023-10-10 10:44:38,Très bonne crème pas de,Très bonne crème pas de fini blanc idéal pour la peau de la femme africaine,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:23:""Très bonne crème pas de"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,20061,,2023-10-10 10:43:46,Très bon produit,Très bon produit,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:16:""Très bon produit"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",60,0,0,1,0
post,product,7210,,2023-10-09 16:34:17,La palette qui j’ai reçu,"La palette qui j’ai reçu était rayée mais j’ai envoyé un mail auquel le SAV a répondu très rapidement et à réglé le problème ! 
Je recommande car malgré les rayures la palette est de très bonne qualité !",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:24:""La palette qui j’ai reçu"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,,2023-10-09 02:03:33,Recommande pas à tout le monde,Ma irrité les yeux et le nez toute nuit lors de la seconde utilisation. J’ai dû appliquer du sérum physiologique plusieurs fois pour que ça s’apaise.,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:30:""Recommande pas à tout le monde"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",20,0,0,1,0
post,product,2761,,2023-10-08 16:45:48,Colis reçu à temps,Colis reçu à temps,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:18:""Colis reçu à temps"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,4570,,2023-10-08 07:55:21,Excellent savon,Excellent savon,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:15:""Excellent savon"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20062,12028,2023-10-07 05:11:57,Je viens de commencer à,"Je viens de commencer à l&#x27;utiliser, légère ne colle pas, très bon parfum de curcuma",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:23:""Je viens de commencer à"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,2761,,2023-10-06 18:58:39,Meilleur produit pour le psoriasis,"Merci Merci Merci pour ce produit qui m’a littéralement sauvé. Heureusement je suis tombée sur votre vidéo au moment où je désespérais. Les plaques sur le crâne et notamment le front ont disparues. Je le recommanderais sans hésitation. En même pas 2 applications, mon cure chevelure est propre , plus d’irritation. 
Merci !
Merci pour vos vidéos qui donnent le sourire. Vous dégagez de la bonne humeur, un beau sourire et vous donnez surtout de la motivation. 
:pray::skin-tone-5:🫡",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:34:""Meilleur produit pour le psoriasis"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20060,,2023-10-06 18:50:52,Excellent,"Bonjour, la crème Visage au curcuma est excellente ! Elle nourrit ma peau et la laisse hydratée. Je prends plaisir à l’appliquer tous les jours car la texture et l’odeur me rendent accroc. Merci et je recommanderai !",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:9:""Excellent"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,,2023-10-05 17:39:54,Juste merci !!,Juste merci !!,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:14:""Juste merci !!"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,,2023-10-05 05:49:20,Excellente super efficace :slightly_smiling:,Excellente super efficace :slightly_smiling:,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:44:""Excellente super efficace :slightly_smiling:"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20060,,2023-10-02 21:56:26,Excellent,Excellent,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:9:""Excellent"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,7210,,2023-09-30 19:14:20,Très bonne palette et très pratique !,C&#x27;est une belle palette et très pratique pour la transporter. Les couleurs sont belles et faciles à utiliser et je trouve que pour le prix ça vaut largement le coup (au vu de la quantité et des couleurs proposées). Une bonne palette je recommande !,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:37:""Très bonne palette et très pratique !"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,,2023-09-30 08:00:14,Efficacité absolue,Efficacité absolue,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:18:""Efficacité absolue"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,12920,,2023-09-30 05:35:09,Super,La peau est tellement douce après le gommage. J&#x27;adore,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:5:""Super"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,13426,,2023-09-29 13:18:36,Parfaite,"Etant fan es crèmes solaires coréenne, ayant testé la tienne, elle fait partie de mes favs, j&#x27;en ai commandé 2, et la j&#x27;en ai plus, donc je re-commande encore !!",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:8:""Parfaite"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,13426,,2023-09-28 06:55:46,La crème solaire,"C’est Produits, il est parfait ça hydrate la peau ma peau elle est impeccable",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:16:""La crème solaire"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20091,,2023-09-28 06:54:13,Routine des soins de visage à la base de curcuma,"C’est Produits, c’est vraiment parfait parfait",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:48:""Routine des soins de visage à la base de curcuma"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20060,,2023-09-26 10:12:56,"Excellent produit, une odeur :u1F970::u1F970:","Excellent produit, une odeur :u1F970::u1F970: agréable",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:45:""Excellent produit, une odeur :u1F970::u1F970:"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20062,,2023-09-26 10:11:57,Excellent produit,Excellent produit,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:17:""Excellent produit"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,7210,,2023-09-26 05:48:34,Super palette. Très satisfaite !,Super palette. Très satisfaite !,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:32:""Super palette. Très satisfaite !"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,12920,,2023-09-24 01:25:22,J arrive pas a me,J arrive pas a me connecter pour faire d autre commande,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:17:""J arrive pas a me"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",60,0,0,1,0
post,product,2761,,2023-09-21 13:43:51,Cadeau demandé,"Merci beaucoup, le cadeau a ete apprecié:blush: J ai introduit une nouvelle routine chez mon petit frère qui souffre d acné depuis longtemps. S il est content, je suis contentr:sweat_smile:",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:14:""Cadeau demandé"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,21956,,2023-09-21 04:54:49,Excellent produit qui ne laisse,Excellent produit qui ne laisse pas de trace,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:31:""Excellent produit qui ne laisse"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,,2023-09-19 11:22:36,Je recommande !,C’est un excellent produit qui traite le psoriasis après quelques utilisations. À toutes les personnes qui en souffrent testez le vous ne seraient pas déçu :),,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:15:""Je recommande !"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,,2023-09-16 09:03:35,Une efficacité incroyable,"Je souffrais depuis des années de dermatite séborrhéique . J&#x27;ai testé plein de solutions pharmaceutiques... Pfff . Zéro amélioration. 
Sur insta une fille a parlé de la pierre jeune, j&#x27;ai essayé... Après deux semaines de soin , les plaques se sont très fortement réduites, j&#x27;en ai quasiment plus ... Je revis!!!!",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:25:""Une efficacité incroyable"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20091,,2023-09-16 05:54:58,Bien.,Bien.,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:5:""Bien."";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,10295,10272,2023-09-14 20:48:12,Pinceau très fin et précis,Pinceau très fin et précis,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:26:""Pinceau très fin et précis"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20062,10272,2023-09-14 20:47:06,Très bon produit,Très bon produit,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:16:""Très bon produit"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,,2023-09-13 22:03:48,Routine skincare + pierre jaune,"Depuis 1 mois j&#x27;utilise les produits et j&#x27;en suis satisfaite. Un coup de cœur pour la découverte de la pierre jaune 0 plaque depuis deux semaines, j&#x27;ai des stresses aucune démangeaisons. Je vais me procurer les 2 nouveautés. Tu as amélioré mon quotidien et j&#x27;en te remercie grandement. Bisous",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:31:""Routine skincare + pierre jaune"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,,2023-09-10 13:19:58,Efficace,"Produit efficace, je recommande",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:8:""Efficace"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,1070,,2023-09-09 16:18:18,Bons produits,Bons produits,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:13:""Bons produits"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",80,0,0,1,0
post,product,4570,,2023-09-09 08:08:31,Top,Top rien a dire,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:3:""Top"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,13426,,2023-09-09 05:20:17,J’ai pas encore utilisé,J’ai pas encore utilisé,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:23:""J’ai pas encore utilisé"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,9364,,2023-09-09 05:19:50,J’aime trop ce Blush bien,J’aime trop ce Blush bien pigmenté :heart_eyes:,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:25:""J’aime trop ce Blush bien"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,20061,,2023-09-09 00:23:08,Au top !,Au top !,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:8:""Au top !"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,,2023-09-08 13:00:05,"Super, vraiment merci car je","Super, vraiment merci car je suis camerounaise et je connaissais pas et merci pour. Mes garçon",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:28:""Super, vraiment merci car je"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,11117,2023-09-07 06:38:42,Pierre jaune,"Meilleur commande que j’ai à faire, car non seulement sa mon cuir chevelure souffrait à cause des pellicules et après 2 mois d’utilisation je n’ai plus aucun pellicule qui me démange. J’utilise aussi pour le masque de visage en tout cas Merci. Je recommande ce produit.",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:12:""Pierre jaune"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,,2023-09-06 20:35:28,Satisfaction,Satisfaction,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:12:""Satisfaction"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,2761,,2023-09-04 10:36:40,PIERRE JAUNE,"Excellent produit je ne me gratte plus la tête, je souffre d’une desquamation du cuir chevelu ou dermite séborrhéique et je n’ai plus rien ! 

Excellent !",,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:12:""PIERRE JAUNE"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
post,product,7210,,2023-08-29 15:12:47,Excellent,Excellent,,"a:4:{s:11:""field_label"";s:6:""Rating"";s:11:""field_value"";s:9:""Excellent"";s:10:""field_step"";i:1;s:9:""field_max"";i:5;}",100,0,0,1,0
